name	year	lat
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2011	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2012	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2013	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2014	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2015	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2016	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2017	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2018	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2019	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2020	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Armagh	2021	54.35234
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2007	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2008	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2009	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2010	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2011	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2012	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2013	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2014	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2015	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2016	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2017	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2018	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2019	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2020	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Brad	2021	53.81341
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2007	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2008	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2009	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2010	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2011	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2012	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2013	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2014	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2015	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2016	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2017	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2018	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2019	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2020	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Camb	2021	50.21782
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2007	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2008	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2009	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2010	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2011	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2012	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2013	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2014	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2015	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2016	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2017	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2018	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2019	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2020	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eastbourne	2021	50.76167
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2007	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2008	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2009	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2010	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2011	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2012	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2013	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2014	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2015	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2016	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2017	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2018	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
Eskdalemuir	2019	55.311
