name,lon,lat,region,year,month,max_temp,min_temp,af_days,rain,sun
Aberporth,-4.56999,52.13914,Wales,2007,1,9.5,5.5,0,94.8,57.5
Aberporth,-4.56999,52.13914,Wales,2007,2,8.8,4.0,2,91.9,87.6
Aberporth,-4.56999,52.13914,Wales,2007,3,9.5,4.4,0,69.0,151.6
Aberporth,-4.56999,52.13914,Wales,2007,4,13.8,7.4,0,9.8,235.1
Aberporth,-4.56999,52.13914,Wales,2007,5,14.3,8.5,0,81.8,216.8
Aberporth,-4.56999,52.13914,Wales,2007,6,16.9,11.6,0,92.1,158.2
Aberporth,-4.56999,52.13914,Wales,2007,7,16.7,11.8,0,155.2,181.2
Aberporth,-4.56999,52.13914,Wales,2007,8,17.0,12.3,0,59.4,175.1
Aberporth,-4.56999,52.13914,Wales,2007,9,16.1,11.6,0,57.4,147.8
Aberporth,-4.56999,52.13914,Wales,2007,10,14.0,9.2,0,28.8,117.7
Aberporth,-4.56999,52.13914,Wales,2007,11,10.8,6.8,1,48.6,52.9
Aberporth,-4.56999,52.13914,Wales,2007,12,8.7,3.6,7,103.6,74.4
Aberporth,-4.56999,52.13914,Wales,2008,1,9.4,4.7,1,140.0,54.7
Aberporth,-4.56999,52.13914,Wales,2008,2,9.5,3.3,3,44.4,133.1
Aberporth,-4.56999,52.13914,Wales,2008,3,8.7,4.4,0,75.8,118.8
Aberporth,-4.56999,52.13914,Wales,2008,4,10.7,4.9,2,79.4,184.5
Aberporth,-4.56999,52.13914,Wales,2008,5,16.5,9.6,0,63.9,194.9
Aberporth,-4.56999,52.13914,Wales,2008,6,15.8,10.1,0,60.5,234.2
Aberporth,-4.56999,52.13914,Wales,2008,7,17.9,12.5,0,84.4,177.2
Aberporth,-4.56999,52.13914,Wales,2008,8,17.6,13.0,0,102.8,94.4
Aberporth,-4.56999,52.13914,Wales,2008,9,15.9,10.2,0,72.6,139.0
Aberporth,-4.56999,52.13914,Wales,2008,10,12.4,8.4,0,153.6,101.6
Aberporth,-4.56999,52.13914,Wales,2008,11,9.7,6.3,1,80.3,66.1
Aberporth,-4.56999,52.13914,Wales,2008,12,7.4,3.1,6,67.6,73.6
Aberporth,-4.56999,52.13914,Wales,2009,1,6.8,1.4,9,113.0,90.9
Aberporth,-4.56999,52.13914,Wales,2009,2,6.7,2.7,7,23.6,56.2
Aberporth,-4.56999,52.13914,Wales,2009,3,9.6,4.2,1,34.6,151.0
Aberporth,-4.56999,52.13914,Wales,2009,4,12.0,6.0,0,60.2,178.6
Aberporth,-4.56999,52.13914,Wales,2009,5,14.3,8.0,0,70.8,204.1
Aberporth,-4.56999,52.13914,Wales,2009,6,17.7,10.9,0,59.8,221.9
Aberporth,-4.56999,52.13914,Wales,2009,7,18.0,12.6,0,154.8,156.8
Aberporth,-4.56999,52.13914,Wales,2009,8,18.3,12.5,0,59.4,159.7
Aberporth,-4.56999,52.13914,Wales,2009,9,15.9,11.0,0,22.8,145.1
Aberporth,-4.56999,52.13914,Wales,2009,10,14.3,9.6,0,82.4,78.9
Aberporth,-4.56999,52.13914,Wales,2009,11,11.1,6.6,0,203.8,44.5
Aberporth,-4.56999,52.13914,Wales,2009,12,6.9,2.4,5,124.8,67.7
Aberporth,-4.56999,52.13914,Wales,2010,1,5.1,0.9,11,55.4,86.1
Aberporth,-4.56999,52.13914,Wales,2010,2,5.9,1.4,6,38.1,100.8
Aberporth,-4.56999,52.13914,Wales,2010,3,8.5,3.0,4,64.8,147.3
Aberporth,-4.56999,52.13914,Wales,2010,4,11.6,5.3,0,30.4,215.5
Aberporth,-4.56999,52.13914,Wales,2010,5,13.2,7.6,0,58.6,239.8
Aberporth,-4.56999,52.13914,Wales,2010,6,17.6,10.6,0,23.2,259.3
Aberporth,-4.56999,52.13914,Wales,2010,7,18.1,13.0,0,122.2,115.4
Aberporth,-4.56999,52.13914,Wales,2010,8,16.9,12.2,0,34.2,153.5
Aberporth,-4.56999,52.13914,Wales,2010,9,16.6,11.5,0,62.3,143.2
Aberporth,-4.56999,52.13914,Wales,2010,10,13.7,8.2,0,93.8,139.7
Aberporth,-4.56999,52.13914,Wales,2010,11,8.8,4.0,5,108.0,78.6
Aberporth,-4.56999,52.13914,Wales,2010,12,4.5,-0.1,17,22.8,79.1
Aberporth,-4.56999,52.13914,Wales,2011,1,6.5,2.1,9,91.6,80.5
Aberporth,-4.56999,52.13914,Wales,2011,2,9.2,4.7,1,52.2,68.4
Aberporth,-4.56999,52.13914,Wales,2011,3,9.6,3.5,5,24.2,193.8
Aberporth,-4.56999,52.13914,Wales,2011,4,14.6,8.0,0,19.2,223.4
Aberporth,-4.56999,52.13914,Wales,2011,5,15.0,8.8,0,44.4,194.4
Aberporth,-4.56999,52.13914,Wales,2011,6,15.8,9.9,0,51.2,234.1
Aberporth,-4.56999,52.13914,Wales,2011,7,17.3,11.5,0,50.0,206.3
Aberporth,-4.56999,52.13914,Wales,2011,8,17.5,11.8,0,64.0,141.6
Aberporth,-4.56999,52.13914,Wales,2011,9,17.0,12.0,0,62.2,126.5
Aberporth,-4.56999,52.13914,Wales,2011,10,14.8,10.5,0,85.2,72.9
Aberporth,-4.56999,52.13914,Wales,2011,11,12.6,8.1,0,66.0,73.4
Aberporth,-4.56999,52.13914,Wales,2011,12,9.3,5.5,0,126.4,25.0
Aberporth,-4.56999,52.13914,Wales,2012,1,8.4,4.9,0,64.6,59.6
Aberporth,-4.56999,52.13914,Wales,2012,2,7.5,2.8,10,38.2,68.0
Aberporth,-4.56999,52.13914,Wales,2012,3,11.6,5.9,0,23.8,166.1
Aberporth,-4.56999,52.13914,Wales,2012,4,9.8,4.6,1,93.0,113.2
Aberporth,-4.56999,52.13914,Wales,2012,5,14.3,8.2,0,57.4,213.8
Aberporth,-4.56999,52.13914,Wales,2012,6,15.7,10.6,0,148.0,143.9
Aberporth,-4.56999,52.13914,Wales,2012,7,16.6,11.7,0,76.2,139.4
Aberporth,-4.56999,52.13914,Wales,2012,8,18.4,13.4,0,100.2,141.1
Aberporth,-4.56999,52.13914,Wales,2012,9,15.3,10.2,0,86.8,137.9
Aberporth,-4.56999,52.13914,Wales,2012,10,12.7,8.2,0,135.6,98.6
Aberporth,-4.56999,52.13914,Wales,2012,11,9.6,4.9,1,160.4,60.4
Aberporth,-4.56999,52.13914,Wales,2012,12,8.4,4.2,4,168.6,53.4
Aberporth,-4.56999,52.13914,Wales,2013,1,6.8,3.1,10,74.1,47.4
Aberporth,-4.56999,52.13914,Wales,2013,2,6.7,2.0,4,60.4,90.5
Aberporth,-4.56999,52.13914,Wales,2013,3,6.6,1.0,13,40.0,127.3
Aberporth,-4.56999,52.13914,Wales,2013,4,10.3,4.3,5,33.4,184.2
Aberporth,-4.56999,52.13914,Wales,2013,5,12.2,6.4,0,60.8,196.9
Aberporth,-4.56999,52.13914,Wales,2013,6,15.9,9.9,0,45.0,217.9
Aberporth,-4.56999,52.13914,Wales,2013,7,20.7,13.6,0,36.0,291.5
Aberporth,-4.56999,52.13914,Wales,2013,8,18.6,13.2,0,73.4,152.7
Aberporth,-4.56999,52.13914,Wales,2013,9,16.8,11.6,0,61.8,96.7
Aberporth,-4.56999,52.13914,Wales,2013,10,14.8,10.9,0,137.4,71.3
Aberporth,-4.56999,52.13914,Wales,2013,11,10.0,5.7,0,89.8,54.5
Aberporth,-4.56999,52.13914,Wales,2013,12,9.6,4.8,0,161.4,40.0
Aberporth,-4.56999,52.13914,Wales,2014,1,8.4,4.0,0,195.4,28.8
Aberporth,-4.56999,52.13914,Wales,2014,2,8.3,3.8,0,171.6,73.8
Aberporth,-4.56999,52.13914,Wales,2014,3,10.5,4.4,0,48.8,131.0
Aberporth,-4.56999,52.13914,Wales,2014,4,12.7,6.9,0,55.8,160.1
Aberporth,-4.56999,52.13914,Wales,2014,5,14.3,8.9,0,63.4,144.1
Aberporth,-4.56999,52.13914,Wales,2014,6,17.1,11.1,0,54.8,253.3
Aberporth,-4.56999,52.13914,Wales,2014,7,19.3,13.4,0,20.2,205.8
Aberporth,-4.56999,52.13914,Wales,2014,8,17.5,12.2,0,106.8,169.2
Aberporth,-4.56999,52.13914,Wales,2014,9,18.3,11.9,0,12.6,174.2
Aberporth,-4.56999,52.13914,Wales,2014,10,14.7,10.1,0,110.6,76.8
Aberporth,-4.56999,52.13914,Wales,2014,11,11.2,6.4,0,122.8,80.6
Aberporth,-4.56999,52.13914,Wales,2014,12,8.9,4.9,1,83.2,46.1
Aberporth,-4.56999,52.13914,Wales,2015,1,7.7,3.5,2,97.6,45.3
Aberporth,-4.56999,52.13914,Wales,2015,2,6.9,2.5,5,59.0,69.5
Aberporth,-4.56999,52.13914,Wales,2015,3,8.8,3.8,0,54.0,137.8
Aberporth,-4.56999,52.13914,Wales,2015,4,12.8,5.4,0,26.2,221.5
Aberporth,-4.56999,52.13914,Wales,2015,5,12.9,7.7,0,82.4,163.6
Aberporth,-4.56999,52.13914,Wales,2015,6,16.7,10.2,0,39.0,226.7
Aberporth,-4.56999,52.13914,Wales,2015,7,17.8,12.1,0,97.0,168.2
Aberporth,-4.56999,52.13914,Wales,2015,8,17.6,11.7,0,77.8,158.7
Aberporth,-4.56999,52.13914,Wales,2015,9,16.0,10.2,0,51.8,153.9
Aberporth,-4.56999,52.13914,Wales,2015,10,13.9,8.8,0,75.0,99.2
Aberporth,-4.56999,52.13914,Wales,2015,11,12.6,7.7,0,148.0,32.7
Aberporth,-4.56999,52.13914,Wales,2015,12,11.8,7.7,0,210.4,21.1
Aberporth,-4.56999,52.13914,Wales,2016,1,8.9,4.5,0,146.0,25.5
Aberporth,-4.56999,52.13914,Wales,2016,2,7.8,3.5,2,85.6,64.4
Aberporth,-4.56999,52.13914,Wales,2016,3,8.7,3.5,0,64.4,129.5
Aberporth,-4.56999,52.13914,Wales,2016,4,10.2,4.9,0,52.2,143.9
Aberporth,-4.56999,52.13914,Wales,2016,5,15.2,8.8,0,56.4,190.9
Aberporth,-4.56999,52.13914,Wales,2016,6,17.0,11.7,0,75.8,149.9
Aberporth,-4.56999,52.13914,Wales,2016,7,18.3,12.9,0,50.4,140.4
Aberporth,-4.56999,52.13914,Wales,2016,8,18.9,13.2,0,41.4,150.4
Aberporth,-4.56999,52.13914,Wales,2016,9,17.9,12.2,0,98.8,103.4
Aberporth,-4.56999,52.13914,Wales,2016,10,14.1,8.6,0,40.2,135.4
Aberporth,-4.56999,52.13914,Wales,2016,11,9.4,5.4,1,76.6,73.7
Aberporth,-4.56999,52.13914,Wales,2016,12,10.0,5.4,1,54.2,46.5
Aberporth,-4.56999,52.13914,Wales,2017,1,7.9,3.9,2,55.2,60.5
Aberporth,-4.56999,52.13914,Wales,2017,2,8.8,4.6,1,75.4,51.5
Aberporth,-4.56999,52.13914,Wales,2017,3,11.1,5.5,0,110.8,96.2
Aberporth,-4.56999,52.13914,Wales,2017,4,11.5,6.6,0,16.6,158.6
Aberporth,-4.56999,52.13914,Wales,2017,5,16.2,9.4,0,32.4,224.3
Aberporth,-4.56999,52.13914,Wales,2017,6,17.8,11.8,0,105.4,171.6
Aberporth,-4.56999,52.13914,Wales,2017,7,18.3,12.6,0,85.6,165.2
Aberporth,-4.56999,52.13914,Wales,2017,8,17.6,12.0,0,99.0,142.7
Aberporth,-4.56999,52.13914,Wales,2017,9,15.9,11.0,0,145.0,90.2
Aberporth,-4.56999,52.13914,Wales,2017,10,14.6,10.5,0,29.8,57.8
Aberporth,-4.56999,52.13914,Wales,2017,11,10.7,6.6,0,130.2,38.8
Aberporth,-4.56999,52.13914,Wales,2017,12,8.6,4.9,1,123.0,32.4
Aberporth,-4.56999,52.13914,Wales,2018,1,8.4,3.8,0,117.2,53.5
Aberporth,-4.56999,52.13914,Wales,2018,2,6.3,1.3,10,48.6,91.3
Aberporth,-4.56999,52.13914,Wales,2018,3,7.7,2.3,6,97.0,100.6
Aberporth,-4.56999,52.13914,Wales,2018,4,12.1,6.4,0,70.6,152.2
Aberporth,-4.56999,52.13914,Wales,2018,5,15.3,8.1,0,33.4,219.4
Aberporth,-4.56999,52.13914,Wales,2018,6,19.1,12.4,0,10.2,270.2
Aberporth,-4.56999,52.13914,Wales,2018,7,20.3,13.4,0,58.6,244.8
Aberporth,-4.56999,52.13914,Wales,2018,8,18.5,12.6,0,63.8,128.5
Aberporth,-4.56999,52.13914,Wales,2018,9,16.0,10.8,0,94.0,132.5
Aberporth,-4.56999,52.13914,Wales,2018,10,13.5,8.5,0,131.6,107.7
Aberporth,-4.56999,52.13914,Wales,2018,11,10.9,6.3,0,154.0,81.8
Aberporth,-4.56999,52.13914,Wales,2018,12,9.9,6.3,0,125.2,11.3
Aberporth,-4.56999,52.13914,Wales,2019,1,7.3,3.8,3,53.8,31.9
Aberporth,-4.56999,52.13914,Wales,2019,2,11.0,5.0,1,52.8,110.5
Aberporth,-4.56999,52.13914,Wales,2019,3,10.1,5.1,0,83.0,121.4
Aberporth,-4.56999,52.13914,Wales,2019,4,13.3,6.4,0,74.4,145.8
Aberporth,-4.56999,52.13914,Wales,2019,5,14.2,7.9,0,15.0,224.1
Aberporth,-4.56999,52.13914,Wales,2019,6,16.3,10.6,0,138.2,165.6
Aberporth,-4.56999,52.13914,Wales,2019,7,19.2,13.2,0,21.6,208.9
Aberporth,-4.56999,52.13914,Wales,2019,8,19.4,13.4,0,69.4,192.4
Aberporth,-4.56999,52.13914,Wales,2019,9,17.2,11.8,0,103.0,159.7
Aberporth,-4.56999,52.13914,Wales,2019,10,13.1,8.4,0,138.2,78.0
Aberporth,-4.56999,52.13914,Wales,2019,11,9.3,5.5,0,155.2,45.4
Aberporth,-4.56999,52.13914,Wales,2019,12,9.1,4.6,1,126.6,41.8
Aberporth,-4.56999,52.13914,Wales,2020,1,8.9,4.7,0,102.8,45.4
Aberporth,-4.56999,52.13914,Wales,2020,2,9.0,4.4,0,150.8,64.6
Aberporth,-4.56999,52.13914,Wales,2020,3,9.9,4.0,0,50.4,168.2
Aberporth,-4.56999,52.13914,Wales,2020,4,14.8,7.0,0,23.8,225.9
Aberporth,-4.56999,52.13914,Wales,2020,5,16.8,8.6,0,7.4,306.0
Aberporth,-4.56999,52.13914,Wales,2020,6,17.0,11.2,0,111.8,145.9
Aberporth,-4.56999,52.13914,Wales,2020,7,17.2,12.2,0,89.0,163.2
Aberporth,-4.56999,52.13914,Wales,2020,8,18.6,13.5,0,163.0,119.9
Aberporth,-4.56999,52.13914,Wales,2020,9,17.2,11.1,0,69.4,132.7
Aberporth,-4.56999,52.13914,Wales,2020,10,12.8,8.4,0,134.0,49.0
Aberporth,-4.56999,52.13914,Wales,2020,11,11.7,6.8,0,70.8,55.6
Aberporth,-4.56999,52.13914,Wales,2020,12,8.6,4.6,0,190.4,25.3
Aberporth,-4.56999,52.13914,Wales,2021,1,6.9,2.8,7,138.0,38.0
Aberporth,-4.56999,52.13914,Wales,2021,2,7.9,2.9,6,119.4,60.6
Aberporth,-4.56999,52.13914,Wales,2021,3,9.8,4.6,3,38.8,94.7
Aberporth,-4.56999,52.13914,Wales,2021,4,10.9,3.9,0,10.6,255.4
Aberporth,-4.56999,52.13914,Wales,2021,5,12.7,7.0,0,142.6,157.4
Aberporth,-4.56999,52.13914,Wales,2021,6,17.4,11.0,0,18.0,139.5
Aberporth,-4.56999,52.13914,Wales,2021,7,19.2,13.7,0,32.8,177.9
Aberporth,-4.56999,52.13914,Wales,2021,8,17.8,12.5,0,43.8,128.2
Aberporth,-4.56999,52.13914,Wales,2021,9,18.3,12.9,0,105.8,101.5
Aberporth,-4.56999,52.13914,Wales,2021,10,14.5,10.3,0,163.6,56.1
Aberporth,-4.56999,52.13914,Wales,2021,11,10.9,7.0,1,48.8,35.9
Aberporth,-4.56999,52.13914,Wales,2021,12,10.0,5.7,0,99.2,33.1
Armagh,-6.64866,54.35234,Northern Ireland,2007,1,9.6,3.4,6,78.2,56.3
Armagh,-6.64866,54.35234,Northern Ireland,2007,2,9.5,2.1,7,44.7,76.0
Armagh,-6.64866,54.35234,Northern Ireland,2007,3,10.9,2.8,5,66.8,112.8
Armagh,-6.64866,54.35234,Northern Ireland,2007,4,16.4,6.1,0,16.1,203.6
Armagh,-6.64866,54.35234,Northern Ireland,2007,5,16.4,6.9,0,49.8,237.9
Armagh,-6.64866,54.35234,Northern Ireland,2007,6,18.7,10.3,0,135.3,126.1
Armagh,-6.64866,54.35234,Northern Ireland,2007,7,18.8,10.9,0,131.0,150.0
Armagh,-6.64866,54.35234,Northern Ireland,2007,8,18.9,11.6,0,109.8,118.2
Armagh,-6.64866,54.35234,Northern Ireland,2007,9,17.2,10.1,0,25.8,120.7
Armagh,-6.64866,54.35234,Northern Ireland,2007,10,15.6,7.9,1,25.8,100.1
Armagh,-6.64866,54.35234,Northern Ireland,2007,11,11.5,6.1,4,58.5,36.8
Armagh,-6.64866,54.35234,Northern Ireland,2007,12,9.6,3.0,4,80.6,45.2
Armagh,-6.64866,54.35234,Northern Ireland,2008,1,8.8,3.1,4,133.5,41.3
Armagh,-6.64866,54.35234,Northern Ireland,2008,2,10.2,1.7,9,33.4,90.4
Armagh,-6.64866,54.35234,Northern Ireland,2008,3,10.1,2.4,5,90.2,124.8
Armagh,-6.64866,54.35234,Northern Ireland,2008,4,12.8,3.9,4,19.8,187.1
Armagh,-6.64866,54.35234,Northern Ireland,2008,5,18.3,8.1,0,20.4,239.2
Armagh,-6.64866,54.35234,Northern Ireland,2008,6,18.1,9.4,0,43.8,160.4
Armagh,-6.64866,54.35234,Northern Ireland,2008,7,19.6,12.0,0,94.9,114.6
Armagh,-6.64866,54.35234,Northern Ireland,2008,8,18.6,12.4,0,151.2,69.0
Armagh,-6.64866,54.35234,Northern Ireland,2008,9,16.3,9.0,0,98.2,88.0
Armagh,-6.64866,54.35234,Northern Ireland,2008,10,12.5,5.5,2,79.0,117.5
Armagh,-6.64866,54.35234,Northern Ireland,2008,11,9.5,4.2,3,36.6,51.1
Armagh,-6.64866,54.35234,Northern Ireland,2008,12,7.3,0.6,16,56.2,52.5
Armagh,-6.64866,54.35234,Northern Ireland,2009,1,6.9,1.0,12,64.4,64.2
Armagh,-6.64866,54.35234,Northern Ireland,2009,2,8.1,2.6,9,19.2,59.2
Armagh,-6.64866,54.35234,Northern Ireland,2009,3,11.1,2.9,6,32.8,108.5
Armagh,-6.64866,54.35234,Northern Ireland,2009,4,13.5,5.4,0,90.9,158.9
Armagh,-6.64866,54.35234,Northern Ireland,2009,5,15.4,7.0,0,77.7,202.5
Armagh,-6.64866,54.35234,Northern Ireland,2009,6,19.7,9.3,0,56.6,223.9
Armagh,-6.64866,54.35234,Northern Ireland,2009,7,19.5,12.0,0,97.6,151.9
Armagh,-6.64866,54.35234,Northern Ireland,2009,8,18.9,12.0,0,124.7,123.0
Armagh,-6.64866,54.35234,Northern Ireland,2009,9,17.4,9.8,0,23.6,122.2
Armagh,-6.64866,54.35234,Northern Ireland,2009,10,14.7,8.5,0,84.6,69.4
Armagh,-6.64866,54.35234,Northern Ireland,2009,11,10.5,4.2,5,171.8,71.6
Armagh,-6.64866,54.35234,Northern Ireland,2009,12,5.8,-0.1,16,47.6,53.3
Armagh,-6.64866,54.35234,Northern Ireland,2010,1,4.9,-1.0,17,44.0,47.3
Armagh,-6.64866,54.35234,Northern Ireland,2010,2,6.2,-0.9,17,42.2,51.9
Armagh,-6.64866,54.35234,Northern Ireland,2010,3,10.5,0.9,12,83.7,124.1
Armagh,-6.64866,54.35234,Northern Ireland,2010,4,14.2,4.1,3,33.6,167.6
Armagh,-6.64866,54.35234,Northern Ireland,2010,5,15.7,6.2,0,41.8,195.5
Armagh,-6.64866,54.35234,Northern Ireland,2010,6,20.1,10.8,0,63.1,184.1
Armagh,-6.64866,54.35234,Northern Ireland,2010,7,19.6,12.4,0,122.2,113.5
Armagh,-6.64866,54.35234,Northern Ireland,2010,8,18.6,10.4,0,41.0,158.2
Armagh,-6.64866,54.35234,Northern Ireland,2010,9,17.3,10.0,0,131.9,117.4
Armagh,-6.64866,54.35234,Northern Ireland,2010,10,14.1,6.2,2,38.4,109.6
Armagh,-6.64866,54.35234,Northern Ireland,2010,11,8.3,1.2,12,115.0,81.3
Armagh,-6.64866,54.35234,Northern Ireland,2010,12,3.0,-3.8,24,37.7,48.7
Armagh,-6.64866,54.35234,Northern Ireland,2011,1,6.4,0.5,11,31.8,71.8
Armagh,-6.64866,54.35234,Northern Ireland,2011,2,10.3,3.4,1,100.8,74.6
Armagh,-6.64866,54.35234,Northern Ireland,2011,3,11.1,2.5,7,50.7,119.5
Armagh,-6.64866,54.35234,Northern Ireland,2011,4,16.6,6.9,0,19.5,194.0
Armagh,-6.64866,54.35234,Northern Ireland,2011,5,15.1,8.2,0,68.8,182.3
Armagh,-6.64866,54.35234,Northern Ireland,2011,6,17.0,8.7,0,74.0,138.5
Armagh,-6.64866,54.35234,Northern Ireland,2011,7,19.0,10.8,0,32.9,121.3
Armagh,-6.64866,54.35234,Northern Ireland,2011,8,18.5,10.5,0,46.1,118.6
Armagh,-6.64866,54.35234,Northern Ireland,2011,9,17.2,11.1,0,90.8,91.7
Armagh,-6.64866,54.35234,Northern Ireland,2011,10,14.2,8.8,0,182.5,59.2
Armagh,-6.64866,54.35234,Northern Ireland,2011,11,12.5,6.3,1,91.0,74.7
Armagh,-6.64866,54.35234,Northern Ireland,2011,12,8.2,2.9,4,83.0,28.7
Armagh,-6.64866,54.35234,Northern Ireland,2012,1,8.8,3.7,2,67.8,45.3
Armagh,-6.64866,54.35234,Northern Ireland,2012,2,9.4,4.3,5,31.3,31.0
Armagh,-6.64866,54.35234,Northern Ireland,2012,3,13.0,4.9,2,16.6,120.6
Armagh,-6.64866,54.35234,Northern Ireland,2012,4,11.4,2.6,4,51.2,140.8
Armagh,-6.64866,54.35234,Northern Ireland,2012,5,15.9,6.4,0,50.5,203.6
Armagh,-6.64866,54.35234,Northern Ireland,2012,6,16.5,9.3,0,146.6,85.6
Armagh,-6.64866,54.35234,Northern Ireland,2012,7,18.2,10.6,0,113.7,107.5
Armagh,-6.64866,54.35234,Northern Ireland,2012,8,20.0,12.4,0,85.4,146.7
Armagh,-6.64866,54.35234,Northern Ireland,2012,9,16.5,8.9,0,86.3,123.8
Armagh,-6.64866,54.35234,Northern Ireland,2012,10,12.5,4.7,1,86.9,90.6
Armagh,-6.64866,54.35234,Northern Ireland,2012,11,9.3,3.0,6,46.7,67.6
Armagh,-6.64866,54.35234,Northern Ireland,2012,12,8.0,1.7,9,70.1,56.7
Armagh,-6.64866,54.35234,Northern Ireland,2013,1,7.6,2.5,7,85.9,33.1
Armagh,-6.64866,54.35234,Northern Ireland,2013,2,7.9,0.8,12,68.0,75.0
Armagh,-6.64866,54.35234,Northern Ireland,2013,3,6.4,0.3,13,90.2,52.0
Armagh,-6.64866,54.35234,Northern Ireland,2013,4,11.5,3.2,6,50.1,164.2
Armagh,-6.64866,54.35234,Northern Ireland,2013,5,14.9,6.3,0,75.7,179.8
Armagh,-6.64866,54.35234,Northern Ireland,2013,6,18.8,9.4,0,52.1,174.0
Armagh,-6.64866,54.35234,Northern Ireland,2013,7,23.1,13.3,0,54.6,226.7
Armagh,-6.64866,54.35234,Northern Ireland,2013,8,19.7,12.5,0,57.3,115.8
Armagh,-6.64866,54.35234,Northern Ireland,2013,9,17.4,10.1,0,49.7,95.0
Armagh,-6.64866,54.35234,Northern Ireland,2013,10,15.0,8.3,0,129.3,105.8
Armagh,-6.64866,54.35234,Northern Ireland,2013,11,9.7,3.3,3,38.2,78.7
Armagh,-6.64866,54.35234,Northern Ireland,2013,12,9.5,3.8,0,102.3,44.3
Armagh,-6.64866,54.35234,Northern Ireland,2014,1,7.8,2.6,3,107.0,41.3
Armagh,-6.64866,54.35234,Northern Ireland,2014,2,8.5,2.3,2,107.0,87.3
Armagh,-6.64866,54.35234,Northern Ireland,2014,3,10.6,3.2,4,66.8,86.9
Armagh,-6.64866,54.35234,Northern Ireland,2014,4,14.8,6.1,0,45.8,168.8
Armagh,-6.64866,54.35234,Northern Ireland,2014,5,16.2,8.1,0,63.0,110.7
Armagh,-6.64866,54.35234,Northern Ireland,2014,6,19.1,10.2,0,44.6,175.0
Armagh,-6.64866,54.35234,Northern Ireland,2014,7,21.4,11.6,0,56.2,155.3
Armagh,-6.64866,54.35234,Northern Ireland,2014,8,18.2,10.0,0,118.6,160.8
Armagh,-6.64866,54.35234,Northern Ireland,2014,9,19.0,8.6,0,3.3,101.8
Armagh,-6.64866,54.35234,Northern Ireland,2014,10,14.8,6.6,0,102.8,90.8
Armagh,-6.64866,54.35234,Northern Ireland,2014,11,10.7,3.4,3,149.0,58.9
Armagh,-6.64866,54.35234,Northern Ireland,2014,12,7.9,1.1,12,98.5,53.2
Armagh,-6.64866,54.35234,Northern Ireland,2015,1,7.5,0.1,15,85.3,67.5
Armagh,-6.64866,54.35234,Northern Ireland,2015,2,7.9,0.3,11,53.7,61.7
Armagh,-6.64866,54.35234,Northern Ireland,2015,3,10.5,1.4,12,49.8,137.7
Armagh,-6.64866,54.35234,Northern Ireland,2015,4,14.1,2.4,4,61.6,204.3
Armagh,-6.64866,54.35234,Northern Ireland,2015,5,14.0,5.6,1,99.6,167.0
Armagh,-6.64866,54.35234,Northern Ireland,2015,6,18.0,8.6,0,29.3,183.0
Armagh,-6.64866,54.35234,Northern Ireland,2015,7,18.3,10.4,0,78.8,117.7
Armagh,-6.64866,54.35234,Northern Ireland,2015,8,18.7,10.4,0,117.5,147.2
Armagh,-6.64866,54.35234,Northern Ireland,2015,9,16.9,8.6,0,30.3,125.0
Armagh,-6.64866,54.35234,Northern Ireland,2015,10,14.5,6.5,0,42.3,92.9
Armagh,-6.64866,54.35234,Northern Ireland,2015,11,11.9,5.4,1,120.8,44.4
Armagh,-6.64866,54.35234,Northern Ireland,2015,12,10.8,4.6,2,186.1,38.6
Armagh,-6.64866,54.35234,Northern Ireland,2016,1,8.4,3.0,5,131.9,44.5
Armagh,-6.64866,54.35234,Northern Ireland,2016,2,8.2,1.1,10,62.6,71.3
Armagh,-6.64866,54.35234,Northern Ireland,2016,3,10.7,3.0,4,43.8,117.3
Armagh,-6.64866,54.35234,Northern Ireland,2016,4,11.3,2.8,5,54.0,139.7
Armagh,-6.64866,54.35234,Northern Ireland,2016,5,17.1,7.0,0,41.4,209.6
Armagh,-6.64866,54.35234,Northern Ireland,2016,6,19.3,11.0,0,75.1,113.6
Armagh,-6.64866,54.35234,Northern Ireland,2016,7,19.5,11.8,0,80.6,113.1
Armagh,-6.64866,54.35234,Northern Ireland,2016,8,19.6,12.1,0,52.5,134.6
Armagh,-6.64866,54.35234,Northern Ireland,2016,9,18.2,11.3,0,65.4,91.1
Armagh,-6.64866,54.35234,Northern Ireland,2016,10,14.2,7.1,0,37.1,89.8
Armagh,-6.64866,54.35234,Northern Ireland,2016,11,8.8,2.3,8,40.8,75.5
Armagh,-6.64866,54.35234,Northern Ireland,2016,12,10.0,4.1,1,51.4,50.5
Armagh,-6.64866,54.35234,Northern Ireland,2017,1,8.4,2.7,10,27.3,52.0
Armagh,-6.64866,54.35234,Northern Ireland,2017,2,9.2,2.8,7,47.9,43.2
Armagh,-6.64866,54.35234,Northern Ireland,2017,3,12.2,4.2,3,71.0,116.0
Armagh,-6.64866,54.35234,Northern Ireland,2017,4,12.9,5.4,1,8.7,96.3
Armagh,-6.64866,54.35234,Northern Ireland,2017,5,18.5,7.9,0,35.6,250.2
Armagh,-6.64866,54.35234,Northern Ireland,2017,6,18.7,11.0,0,77.5,97.5
Armagh,-6.64866,54.35234,Northern Ireland,2017,7,19.8,11.2,0,82.5,153.0
Armagh,-6.64866,54.35234,Northern Ireland,2017,8,19.1,11.0,0,77.7,130.5
